start_time,stop_time,avg_intensity
0,20,29.246666666666666
20,40,20.26923076923077
40,60,18.735714285714288
60,80,25.576923076923077
80,100,13.071428571428571
100,120,14.46923076923077
120,140,14.7
140,160,12.592307692307692
160,180,22.799999999999997
180,200,18.435714285714287
200,220,15.023076923076925
220,240,13.864285714285714
240,260,18.507692307692306
260,280,31.86923076923077
280,300,12.453846153846154
300,320,29.971428571428568
320,340,13.223076923076924
340,360,13.430769230769231
360,380,19.892857142857142
380,400,10.838461538461539
400,420,14.399999999999999
420,440,10.535714285714286
440,460,8.583333333333334
