start_time,stop_time,avg_intensity
0,20,47.93636363636363
20,40,37.84444444444445
40,60,31.6875
60,80,33.12222222222223
80,100,28.488888888888887
100,120,30.633333333333333
120,140,24.455555555555556
140,160,22.733333333333334
160,180,24.633333333333333
180,200,24.944444444444443
200,220,10.1875
220,240,9.977777777777778
240,260,10.466666666666667
260,280,20.855555555555554
280,300,15.644444444444446
300,320,11.777777777777779
320,340,14.38888888888889
340,360,11.511111111111111
360,380,19.522222222222222
380,400,9.85
400,420,10.0
420,440,10.0
440,460,19.51111111111111
460,480,11.0125
480,500,10.81111111111111
500,520,9.922222222222222
520,540,20.544444444444444
540,560,22.933333333333334
560,580,12.233333333333333
580,600,9.855555555555556
600,620,22.91111111111111
620,640,24.333333333333332
640,660,11.4
660,680,8.615384615384615
