timestamp_sec,intensity
0.000,0.000
1.115,3.600
2.230,16.000
5.576,18.000
8.921,20.000
12.266,11.000
16.727,10.000
21.187,9.000
23.417,12.900
27.878,12.900
32.338,12.900
34.568,10.600
39.029,10.000
43.489,9.400
45.719,10.000
50.180,10.000
54.640,10.000
56.870,10.000
61.331,10.000
65.791,10.000
68.021,10.000
72.482,10.000
76.942,10.000
79.173,10.000
83.633,10.000
88.093,10.000
90.324,10.000
94.784,10.000
99.244,10.000
101.475,10.000
105.935,10.000
110.395,10.000
112.626,9.300
117.086,10.000
121.547,10.700
123.777,12.300
128.237,13.600
132.698,14.900
134.928,17.300
139.388,16.500
143.849,15.800
146.079,11.300
150.539,10.000
155.000,8.700
157.230,10.000
161.690,10.000
166.151,10.000
168.381,10.000
172.841,10.000
177.302,10.000
179.532,10.000
183.992,10.000
188.453,10.000
190.683,10.000
195.144,10.000
199.604,10.000
201.834,10.000
206.295,10.000
210.755,10.000
212.985,10.000
217.446,10.000
221.906,10.000
224.136,9.600
228.597,10.000
233.057,10.400
235.287,11.700
239.748,11.800
244.208,11.900
246.438,11.100
250.899,10.700
255.359,10.300
257.589,10.100
262.050,10.000
266.510,9.900
268.741,10.000
273.201,10.000
277.661,10.000
279.892,3.300
284.352,10.000
288.812,16.700
291.043,41.900
295.503,43.300
299.963,44.600
302.194,21.900
306.654,16.600
311.115,11.400
313.345,16.400
317.805,17.100
322.266,17.700
324.496,19.300
328.956,19.900
333.417,20.500
335.647,20.800
340.107,20.100
344.568,19.500
346.798,18.100
351.258,16.700
355.719,15.300
357.949,13.900
362.409,13.300
366.870,12.700
369.100,13.300
373.560,13.700
378.021,14.100
380.251,14.400
384.712,15.300
389.172,16.100
391.402,17.100
395.863,17.800
400.323,18.400
402.553,18.000
407.014,18.600
411.474,19.200
413.704,19.600
418.165,20.800
422.625,22.000
424.855,22.800
429.316,24.700
433.776,26.600
436.006,28.400
440.467,30.200
444.927,32.000
447.157,34.300
451.618,33.700
456.078,33.100
458.309,27.300
462.769,27.400
467.229,27.500
469.460,35.400
473.920,34.300
478.380,33.200
480.611,24.300
485.071,21.700
489.531,19.100
491.762,21.100
496.222,21.400
500.683,21.700
502.913,23.000
507.373,23.200
511.834,23.300
514.064,22.900
518.524,22.300
522.985,21.800
525.215,20.100
529.675,20.600
534.136,21.100
536.366,22.900
540.826,24.900
545.287,26.800
547.517,26.900
551.977,30.300
556.438,33.800
558.668,36.700
563.128,42.100
567.589,47.600
569.819,55.100
574.280,57.600
578.740,60.100
580.970,56.500
585.431,54.500
589.891,52.500
592.121,49.300
596.582,47.600
601.042,45.800
603.272,46.300
607.733,45.900
612.193,45.400
614.423,44.900
618.884,45.200
623.344,45.500
625.574,46.400
630.035,47.300
634.495,48.300
636.725,49.500
641.186,50.000
645.646,50.500
647.877,42.000
652.337,49.800
656.797,57.600
659.028,87.500
663.488,88.900
667.948,90.200
670.179,63.800
674.639,56.600
679.099,49.300
681.330,53.700
685.790,52.600
690.251,51.500
692.481,51.100
696.941,51.100
701.402,51.100
703.632,51.000
708.092,52.700
712.553,54.400
714.783,56.400
719.243,59.600
723.704,62.800
725.934,65.000
730.394,68.800
734.855,72.500
737.085,79.200
741.545,78.400
746.006,77.700
748.236,69.900
752.696,64.900
757.157,59.800
759.387,56.100
763.848,53.000
768.308,49.900
770.538,49.900
774.999,49.300
779.459,48.700
781.689,48.500
786.150,50.300
790.610,52.000
792.840,57.500
797.301,58.200
801.761,58.900
803.991,56.400
808.452,53.900
812.912,51.400
815.142,47.500
819.603,45.700
824.063,44.000
826.293,35.500
830.754,45.000
835.214,54.500
837.445,91.100
841.905,93.100
846.365,95.000
848.596,62.700
853.056,54.900
857.516,47.100
859.747,54.500
864.207,54.000
868.667,53.500
870.898,52.600
875.358,52.400
879.819,52.300
882.049,53.300
886.509,53.200
890.970,53.100
893.200,51.800
897.660,52.100
902.121,52.300
904.351,55.600
908.811,54.500
913.272,53.500
915.502,47.000
919.962,46.800
924.423,46.600
926.653,50.100
931.113,53.400
935.574,56.600
937.804,59.700
942.264,62.900
946.725,66.100
948.955,62.000
953.416,69.400
957.876,76.800
960.106,98.700
964.567,100.000
969.027,101.300
971.257,82.900
975.718,76.100
980.178,69.400
982.408,68.600
986.869,66.300
991.329,64.100
993.559,64.600
998.020,64.900
1002.480,65.100
1004.710,67.500
1009.171,67.600
1013.631,67.700
1015.861,66.700
1020.322,65.500
1024.782,64.200
1027.013,64.100
1031.473,61.200
1035.933,58.400
1038.164,53.600
1042.624,51.200
1047.084,48.700
1049.315,49.300
1053.775,49.000
1058.235,48.700
1060.466,49.200
1064.926,49.600
1069.387,49.900
1071.617,51.500
1076.077,50.900
1080.538,50.200
1082.768,49.900
1087.228,46.400
1091.689,42.900
1093.919,40.100
1098.379,33.500
1102.840,26.900
1106.185,17.500
1109.530,13.500
1112.876,9.500
1113.991,16.200
1115.106,13.500
1116.221,10.800
1115.106,2.700
1115.106,0.000
