timestamp_sec,intensity
0.000,0.000
1.816,20.000
3.632,95.900
9.079,100.000
14.526,104.100
19.974,37.000
27.237,20.500
34.500,3.900
38.132,15.300
45.395,17.300
52.658,19.300
56.290,30.900
63.553,30.500
70.816,30.200
74.448,19.700
81.711,15.500
88.974,11.400
92.606,11.100
99.869,10.000
107.133,8.900
110.764,10.000
118.027,10.000
125.291,10.000
128.922,10.000
136.185,10.000
143.449,10.000
147.080,8.200
154.343,10.000
161.607,11.800
165.238,16.800
172.501,19.200
179.765,21.600
183.396,21.700
190.660,21.800
197.923,22.000
201.554,22.400
208.818,20.000
216.081,17.600
219.712,10.700
226.976,10.000
234.239,9.300
237.870,16.700
245.134,16.700
252.397,16.700
256.029,9.900
263.292,10.000
270.555,10.100
274.187,16.500
281.450,17.100
288.713,17.800
292.345,14.700
299.608,13.300
306.871,11.900
310.503,10.700
317.766,10.000
325.029,9.300
328.661,-2.600
335.924,10.000
343.187,22.600
346.819,72.600
354.082,73.200
361.345,73.800
364.977,24.600
372.240,13.100
379.503,1.600
383.135,16.400
390.398,15.700
397.661,15.100
401.293,11.100
408.556,10.000
415.819,8.900
419.451,10.000
426.714,10.000
433.977,10.000
437.609,10.000
444.872,10.000
452.135,10.000
455.767,9.600
463.030,10.000
470.294,10.400
473.925,11.900
481.188,11.900
488.452,11.900
492.083,10.400
499.346,10.000
506.610,9.600
510.241,8.600
517.504,10.000
524.768,11.400
528.399,17.100
535.663,17.100
542.926,17.100
546.557,9.500
553.821,10.000
561.084,10.500
564.715,14.500
571.979,19.500
579.242,24.400
582.873,23.500
590.137,34.800
597.400,46.100
601.032,81.200
608.295,76.200
615.558,71.200
619.190,23.200
626.453,10.000
633.716,-3.200
637.348,10.000
644.611,10.000
651.874,10.000
655.506,-2.900
662.769,10.000
670.032,22.900
673.664,74.500
680.927,74.500
688.190,74.500
691.822,21.200
699.085,10.000
706.348,-1.200
709.980,18.300
717.243,18.300
724.506,18.300
728.138,11.700
735.401,10.000
742.664,8.300
746.296,8.700
753.559,10.000
760.822,11.300
764.454,10.600
771.717,16.600
778.980,22.700
782.612,40.800
789.875,40.300
797.138,39.800
800.770,20.200
808.033,14.200
815.297,8.100
818.928,10.400
826.191,10.000
833.455,9.600
837.086,9.300
844.349,12.300
851.613,15.200
855.244,17.600
862.507,24.700
869.771,31.900
873.402,49.700
880.666,47.900
887.929,46.200
891.560,23.300
898.824,15.800
906.087,8.300
909.718,11.600
916.982,10.500
924.245,9.300
927.876,5.700
935.140,10.000
942.403,14.300
946.035,29.400
953.298,31.900
960.561,34.300
964.193,26.600
971.456,22.200
978.719,17.900
982.351,12.400
989.614,10.000
996.877,7.600
1000.509,10.400
1007.772,10.400
1015.035,10.400
1018.667,10.100
1025.930,10.000
1033.193,9.900
1036.825,10.000
1044.088,10.000
1051.351,10.000
1054.983,9.100
1062.246,10.000
1069.509,10.900
1073.141,14.300
1080.404,14.300
1087.667,14.300
1091.299,10.900
1098.562,10.000
1105.825,9.100
1109.457,10.000
1116.720,10.000
1123.983,10.000
1127.615,2.400
1134.878,10.000
1142.141,17.600
1145.773,48.200
1153.036,48.200
1160.300,48.200
1163.931,17.100
1171.194,10.000
1178.458,2.900
1182.089,6.000
1189.352,12.600
1196.616,19.100
1200.247,36.800
1207.510,42.800
1214.774,48.800
1218.405,49.100
1225.669,42.600
1232.932,36.000
1236.563,16.500
1243.827,10.000
1251.090,3.500
1254.721,6.700
1261.985,10.000
1269.248,13.300
1272.879,26.300
1280.143,26.300
1287.406,26.300
1291.037,13.300
1298.301,10.000
1305.564,6.700
1309.196,8.100
1316.459,10.000
1323.722,11.900
1327.354,16.300
1334.617,19.300
1341.880,22.300
1345.512,26.800
1352.775,25.000
1360.038,23.200
1363.670,10.200
1370.933,10.300
1378.196,10.400
1381.828,14.000
1389.091,25.500
1396.354,37.100
1399.986,67.500
1407.249,68.000
1414.512,68.500
1418.144,38.000
1425.407,27.900
1432.670,17.800
1436.302,21.100
1443.565,17.500
1450.828,14.000
1454.460,11.500
1461.723,10.000
1468.986,8.500
1472.618,9.800
1479.881,10.000
1487.144,10.200
1490.776,10.900
1498.039,10.900
1505.303,10.900
1508.934,10.200
1516.197,10.000
1523.461,9.800
1527.092,10.000
1534.355,10.000
1541.619,10.000
1545.250,10.000
1552.513,10.000
1559.777,10.000
1563.408,10.000
1570.671,10.000
1577.935,10.000
1581.566,10.000
1588.830,10.000
1596.093,10.000
1599.724,8.700
1606.988,10.000
1614.251,11.300
1617.882,10.900
1625.146,16.600
1632.409,22.300
1636.040,39.700
1643.304,38.400
1650.567,37.100
1654.199,15.000
1661.462,10.000
1668.725,5.000
1672.357,13.400
1679.620,13.400
1686.883,13.400
1690.515,10.700
1697.778,10.000
1705.041,9.300
1708.673,6.600
1715.936,10.000
1723.199,13.400
1726.831,26.900
1734.094,26.900
1741.357,26.900
1744.989,12.700
1752.252,10.000
1759.515,7.300
1763.147,8.600
1770.410,13.300
1777.673,18.100
1781.305,32.200
1788.568,33.900
1795.831,35.700
1801.279,24.500
1806.726,22.100
1812.174,19.700
1813.989,26.500
1815.805,22.100
1817.621,17.700
1815.805,4.400
1815.805,0.000
