timestamp_sec,intensity
0.000,0.000
1.205,6.700
2.410,30.500
6.025,33.700
9.639,36.800
13.254,18.700
18.074,15.700
22.894,12.800
25.304,19.100
30.123,18.800
34.943,18.400
37.353,15.100
42.173,13.900
46.993,12.700
49.402,11.200
54.222,12.900
59.042,14.600
61.452,20.600
66.271,22.400
71.091,24.200
73.501,11.300
78.321,22.100
83.141,32.800
85.550,68.600
90.370,76.000
95.190,83.500
97.600,71.000
102.420,59.400
107.239,47.700
109.649,27.000
114.469,17.900
119.289,8.800
121.699,14.400
126.518,13.900
131.338,13.500
133.748,15.600
138.568,15.800
143.387,16.000
145.797,14.300
150.617,14.800
155.437,15.300
157.847,17.100
162.666,18.300
167.486,19.600
169.896,22.300
174.716,21.000
179.535,19.700
181.945,13.800
186.765,11.800
191.585,9.800
193.995,8.200
198.814,11.000
203.634,13.900
206.044,20.700
210.864,26.100
215.684,31.400
218.093,28.900
222.913,37.700
227.733,46.600
230.143,63.000
234.963,70.400
239.782,77.800
242.192,82.300
247.012,74.600
251.832,67.000
254.242,43.600
259.061,32.000
263.881,20.400
266.291,21.000
271.111,16.600
275.930,12.200
278.340,11.300
283.160,10.000
287.980,8.700
290.390,9.600
295.209,10.000
300.029,10.400
302.439,10.100
307.259,12.100
312.078,14.100
314.488,8.600
319.308,19.900
324.128,31.300
326.538,56.700
331.357,68.800
336.177,80.900
338.587,90.000
343.407,80.400
348.227,70.800
350.636,33.100
355.456,20.700
360.276,8.400
362.686,15.800
367.505,18.800
372.325,21.900
374.735,34.400
379.555,36.000
384.375,37.600
386.784,28.200
391.604,26.800
396.424,25.300
398.834,30.600
403.654,28.800
408.473,27.000
410.883,20.200
415.703,17.800
420.523,15.500
422.933,18.200
427.752,16.900
432.572,15.600
434.982,12.900
439.802,11.500
444.621,10.100
447.031,10.300
451.851,10.000
456.671,9.700
459.081,10.000
463.900,10.000
468.720,10.000
471.130,10.000
475.950,10.000
480.769,10.000
483.179,10.000
487.999,10.000
492.819,10.000
495.229,8.800
500.048,10.000
504.868,11.200
507.278,14.600
512.098,15.800
516.918,17.100
519.327,14.400
524.147,16.300
528.967,18.100
531.377,21.800
536.197,25.100
541.016,28.400
543.426,35.800
548.246,32.800
553.066,29.800
555.476,14.600
560.295,10.000
565.115,5.400
567.525,10.000
572.345,10.000
577.164,10.000
579.574,9.600
584.394,10.000
589.214,10.400
591.624,9.600
596.443,12.000
601.263,14.300
603.673,20.600
608.493,21.800
613.312,22.900
615.722,19.300
620.542,17.600
625.362,15.800
627.772,12.300
632.591,13.000
637.411,13.600
639.821,19.600
644.641,20.700
649.461,21.800
651.870,19.100
656.690,18.300
661.510,17.500
663.920,17.300
668.740,16.800
673.559,16.300
675.969,15.800
680.789,15.900
685.609,15.900
688.018,10.800
692.838,16.900
697.658,22.900
700.068,29.600
704.888,46.200
709.707,62.800
712.117,90.200
716.937,100.000
721.757,109.800
724.167,95.900
728.986,95.200
733.806,94.400
736.216,101.300
741.036,96.200
745.855,91.100
748.265,72.000
753.085,69.700
757.905,67.300
760.315,82.400
765.134,84.300
769.954,86.200
772.364,87.400
777.184,79.300
782.004,71.200
784.413,51.800
789.233,43.800
794.053,35.900
796.463,40.100
801.282,39.400
806.102,38.600
808.512,39.900
813.332,40.100
818.152,40.300
820.561,40.600
825.381,40.400
830.201,40.200
832.611,35.600
837.431,39.100
842.250,42.600
844.660,52.200
849.480,57.900
854.300,63.600
856.710,67.300
861.529,67.500
866.349,67.700
868.759,61.000
873.579,59.000
878.398,57.000
880.808,60.400
885.628,57.400
890.448,54.400
892.858,45.700
897.677,43.900
902.497,42.100
904.907,49.400
909.727,48.500
914.546,47.600
916.956,43.700
921.776,39.400
926.596,35.200
929.006,31.300
933.825,27.300
938.645,23.300
941.055,16.700
945.875,19.400
950.695,22.100
953.104,36.800
957.924,40.800
962.744,44.700
965.154,43.400
969.974,39.000
974.793,34.700
977.203,21.300
982.023,19.100
986.843,16.800
989.253,26.100
994.072,27.800
998.892,29.600
1001.302,29.700
1006.122,27.800
1010.941,25.900
1013.351,20.900
1018.171,18.300
1022.991,15.700
1025.401,10.500
1030.220,15.100
1035.040,19.600
1037.450,40.600
1042.270,41.000
1047.089,41.300
1049.499,22.500
1054.319,16.700
1059.139,10.900
1061.549,12.400
1066.368,12.000
1071.188,11.700
1073.598,11.800
1078.418,14.900
1083.238,18.100
1085.647,24.600
1090.467,27.900
1095.287,31.300
1097.697,25.600
1102.516,31.700
1107.336,37.700
1109.746,49.900
1114.566,58.100
1119.386,66.400
1121.795,79.200
1126.615,73.000
1131.435,66.800
1133.845,36.000
1138.665,27.100
1143.484,18.100
1145.894,28.600
1150.714,28.300
1155.534,28.100
1157.944,29.500
1162.763,25.800
1167.583,22.100
1169.993,13.200
1174.813,10.000
1179.632,6.800
1182.042,10.000
1186.862,10.000
1191.682,10.000
1195.297,10.000
1198.911,10.000
1202.526,10.000
1203.731,12.000
1204.936,10.000
1206.141,8.000
1204.936,2.000
1204.936,0.000
