start_time,stop_time,avg_intensity
0,20,57.611111111111114
20,40,32.471428571428575
40,60,23.87142857142857
60,80,14.9
80,100,14.814285714285713
100,120,12.385714285714286
120,140,10.0
140,160,10.057142857142859
160,180,30.7
180,200,68.6
200,220,12.014285714285714
220,240,10.299999999999999
240,260,10.857142857142858
260,280,24.957142857142856
280,300,25.12857142857143
300,320,21.271428571428572
320,340,13.057142857142859
340,360,24.5
360,380,14.62857142857143
380,400,44.08571428571429
400,420,41.41428571428571
420,440,30.571428571428573
440,460,14.514285714285714
460,480,18.74285714285714
480,500,28.228571428571428
500,520,12.828571428571427
520,540,13.414285714285715
540,560,16.571428571428573
560,580,26.071428571428573
580,600,23.914285714285715
600,620,10.228571428571428
620,640,11.257142857142856
640,660,10.014285714285714
660,680,10.0
680,700,9.957142857142857
700,720,11.528571428571428
720,740,10.814285714285715
740,760,11.6
760,780,10.142857142857142
780,800,9.785714285714286
800,820,15.6
820,840,10.714285714285714
840,860,8.363636363636363
