timestamp_sec,intensity
0.000,0.000
1.737,20.000
3.474,95.500
8.685,100.000
13.896,104.500
19.107,39.300
26.055,22.700
33.003,6.200
36.478,19.500
43.426,17.300
50.374,15.100
53.848,11.500
60.796,11.800
67.744,12.100
71.218,17.200
78.166,18.700
85.114,20.300
88.588,20.300
95.536,19.400
102.484,18.500
105.958,16.100
112.907,14.200
119.855,12.300
123.329,10.800
130.277,10.000
137.225,9.200
140.699,-4.300
147.647,10.000
154.595,24.300
158.069,67.700
165.017,81.300
171.965,94.900
175.439,92.300
182.388,78.100
189.336,63.800
192.810,20.900
199.758,10.000
206.706,-0.900
210.180,20.900
217.128,23.500
224.076,26.200
227.550,25.000
234.498,23.100
241.446,21.300
244.920,16.900
251.868,14.300
258.817,11.700
262.291,11.000
269.239,10.100
276.187,9.300
279.661,10.000
286.609,10.000
293.557,10.000
297.031,10.000
303.979,10.000
310.927,10.000
314.401,9.800
321.349,10.000
328.298,10.200
331.772,10.800
338.720,11.200
345.668,11.700
349.142,12.100
356.090,12.400
363.038,12.600
366.512,12.700
373.460,12.300
380.408,11.900
383.882,10.700
390.830,10.300
397.778,9.800
401.253,10.100
408.201,10.000
415.149,9.900
418.623,10.000
425.571,10.000
432.519,10.000
435.993,10.000
442.941,10.000
449.889,10.000
453.363,9.800
460.311,10.000
467.259,10.200
470.733,10.800
477.682,11.200
484.630,11.600
488.104,10.200
495.052,12.200
502.000,14.300
505.474,8.500
512.422,21.300
519.370,34.100
522.844,77.700
529.792,76.200
536.740,74.800
540.214,27.400
547.163,14.100
554.111,0.900
557.585,10.800
564.533,10.000
571.481,9.200
574.955,10.000
581.903,10.000
588.851,10.000
592.325,10.000
599.273,10.000
606.221,10.000
609.695,10.200
616.644,10.200
623.592,10.200
627.066,10.000
634.014,10.000
640.962,10.000
644.436,9.900
651.384,10.000
658.332,10.100
661.806,9.700
668.754,10.700
675.702,11.800
679.176,15.400
686.124,15.500
693.073,15.600
696.547,9.900
703.495,11.200
710.443,12.500
713.917,19.600
720.865,22.000
727.813,24.400
731.287,22.800
738.235,23.400
745.183,24.000
748.657,27.600
755.605,25.200
762.554,22.700
766.028,14.100
772.976,11.100
779.924,8.100
783.398,10.200
790.346,10.000
797.294,9.800
800.768,10.000
807.716,10.000
814.664,10.000
818.138,9.800
825.086,10.000
832.034,10.200
835.509,9.700
842.457,11.100
849.405,12.500
852.879,17.200
859.827,17.000
866.775,16.700
870.249,11.400
877.197,10.000
884.145,8.600
887.619,10.000
894.567,10.000
901.515,10.000
904.989,10.000
911.938,10.000
918.886,10.000
922.360,10.000
929.308,10.000
936.256,10.000
939.730,10.000
946.678,10.000
953.626,10.000
957.100,10.000
964.048,10.000
970.996,10.000
974.470,9.800
981.419,10.000
988.367,10.200
991.841,9.600
998.789,11.000
1005.737,12.400
1009.211,11.500
1016.159,16.900
1023.107,22.300
1026.581,34.000
1033.529,38.100
1040.477,42.100
1043.951,42.800
1050.900,37.100
1057.848,31.500
1061.322,15.400
1068.270,10.000
1075.218,4.600
1078.692,10.000
1085.640,10.000
1092.588,10.000
1096.062,10.000
1103.010,10.000
1109.958,10.000
1113.432,10.000
1120.380,10.000
1127.329,10.000
1130.803,9.800
1137.751,10.000
1144.699,10.200
1148.173,8.800
1155.121,11.000
1162.069,13.200
1165.543,17.500
1172.491,21.000
1179.439,24.400
1182.913,28.900
1189.861,28.500
1196.810,28.100
1200.284,22.600
1207.232,18.900
1214.180,15.200
1217.654,11.800
1224.602,10.000
1231.550,8.200
1235.024,-0.200
1241.972,10.000
1248.920,20.200
1252.394,60.100
1259.342,61.200
1266.290,62.300
1269.765,25.600
1276.713,15.400
1283.661,5.100
1287.135,11.100
1294.083,10.000
1301.031,8.900
1304.505,10.000
1311.453,10.000
1318.401,10.000
1321.875,10.000
1328.823,10.000
1335.771,10.000
1339.245,10.000
1346.194,10.000
1353.142,10.000
1356.616,10.000
1363.564,10.000
1370.512,10.000
1373.986,10.000
1380.934,10.000
1387.882,10.000
1391.356,10.000
1398.304,10.000
1405.252,10.000
1408.726,10.000
1415.675,10.000
1422.623,10.000
1426.097,10.000
1433.045,10.000
1439.993,10.000
1443.467,6.600
1450.415,10.000
1457.363,13.400
1460.837,26.800
1467.785,26.800
1474.733,26.800
1478.207,13.400
1485.155,10.000
1492.104,6.600
1495.578,10.000
1502.526,10.000
1509.474,10.000
1512.948,10.000
1519.896,10.000
1526.844,10.000
1530.318,8.700
1537.266,10.000
1544.214,11.300
1547.688,16.600
1554.636,16.600
1561.585,16.600
1565.059,11.300
1572.007,10.000
1578.955,8.700
1582.429,10.000
1589.377,10.000
1596.325,10.000
1599.799,10.000
1606.747,10.000
1613.695,10.000
1617.169,10.000
1624.117,10.000
1631.066,10.000
1634.540,10.000
1641.488,10.000
1648.436,10.000
1651.910,10.000
1658.858,10.000
1665.806,10.000
1669.280,10.000
1676.228,10.000
1683.176,10.000
1686.650,10.000
1693.598,10.000
1700.546,10.000
1704.021,8.600
1710.969,10.000
1717.917,11.400
1723.128,15.700
1728.339,17.200
1733.550,18.600
1735.287,20.600
1737.024,17.200
1738.761,13.700
1737.024,3.400
1737.024,0.000
